,status,age_group,education,industry,location,ai_risk,monthly_salary_(inr),date_recorded
430,0,55-65,bachelor,tech ,rural,medium,59000.0,2024-03-06
431,0,18-24,bachelor,health,suburban,high,63766.666666666664,2024-03-07
432,1,18-24,high_school, fintech,urban,high,83093.75,2024-03-08
433,0,18-24,high_school,education,urban,low,40700.0,2024-03-09
434,1,18-24,high_school,retail,urban,low,73565.5172413793,2024-03-10
435,1,18-24,high_school,health,urban,medium,112400.0,2024-03-11
436,0,55-65,master, fintech,urban,medium,50800.0,2024-03-12
437,0,55-65,diploma,health,urban,high,73300.0,2024-03-13
438,1,25-34,master,health,urban,low,40700.0,2024-03-14
439,0,25-34,master, fintech,urban,medium,76375.0,2024-03-15
440,1,45-54,bachelor,retail,urban,high,112400.0,2024-03-16
441,1,25-34,phd, fintech,urban,low,40700.0,2024-03-17
442,1,18-24,master,tech,urban,low,40700.0,2024-03-18
443,0,45-54,bachelor,retail,urban,low,112400.0,2024-03-19
444,1,18-24,master,tech,suburban,low,56400.0,2024-03-20
445,0,18-24,bachelor,finance,rural,high,112400.0,2024-03-21
446,1,18-24,diploma,retail,urban,medium,103300.0,2024-03-22
447,1,25-34,phd,tech,urban,high,90500.0,2024-03-23
448,1,45-54,high_school,health,urban,high,112400.0,2024-03-24
449,1,25-34,high_school,retail,urban,medium,40700.0,2024-03-25
450,1,25-34,bachelor,health,urban,high,112400.0,2024-03-26
451,0,25-34,phd,retail,urban,high,47700.0,2024-03-27
452,1,18-24,high_school,tech ,urban,high,112400.0,2024-03-28
453,1,25-34,high_school,health,urban,high,112400.0,2024-03-29
454,0,18-24,high_school,retail,urban,medium,106600.0,2024-03-30
455,1,18-24,bachelor,finance,urban,high,75200.0,2024-03-31
456,0,35-44,master,tech ,suburban,high,40700.0,2024-04-01
457,1,35-44,phd,health,urban,low,112400.0,2024-04-02
458,1,25-34,high_school,health,urban,medium,57500.0,2024-04-03
459,1,25-34,master, fintech,urban,high,74500.0,2024-04-04
460,0,55-65,master, fintech,suburban,high,105900.0,2024-04-05
461,1,18-24,diploma,tech ,urban,high,40700.0,2024-04-06
462,0,45-54,phd,tech,urban,medium,84500.0,2024-04-07
463,0,55-65,high_school,health,urban,high,112400.0,2024-04-08
464,1,25-34,bachelor,tech ,suburban,high,40700.0,2024-04-09
465,1,45-54,bachelor,finance,urban,low,86900.0,2024-04-10
466,0,25-34,bachelor, fintech,urban,low,105200.0,2024-04-11
467,1,35-44,bachelor,tech,urban,high,74665.11627906977,2024-04-12
468,1,55-65,phd,health,urban,medium,112400.0,2024-04-13
469,1,35-44,bachelor,education,rural,high,112400.0,2024-04-14
470,0,35-44,phd,retail,urban,low,81500.0,2024-04-15
471,1,55-65,bachelor,tech ,urban,medium,40700.0,2024-04-16
472,1,35-44,high_school,tech,urban,medium,112400.0,2024-04-17
473,1,18-24,high_school, fintech,urban,high,83093.75,2024-04-18
474,0,18-24,bachelor,retail,urban,high,40700.0,2024-04-19
475,0,25-34,diploma,retail,urban,high,83920.0,2024-04-20
476,1,55-65,phd,retail,urban,medium,112400.0,2024-04-21
477,1,45-54,bachelor,health,suburban,medium,75100.0,2024-04-22
478,1,25-34,bachelor,health,urban,high,98200.0,2024-04-23
479,0,55-65,phd,retail,suburban,high,86000.0,2024-04-24
480,1,45-54,bachelor,education,urban,high,40700.0,2024-04-25
481,1,25-34,bachelor,health,urban,low,112400.0,2024-04-26
482,0,45-54,phd,tech,urban,medium,80500.0,2024-04-27
483,0,35-44,bachelor,tech,urban,medium,67500.0,2024-04-28
484,0,18-24,diploma,finance,urban,high,112400.0,2024-04-29
485,1,18-24,phd,health,urban,high,40700.0,2024-04-30
486,1,25-34,bachelor, fintech,urban,high,64900.0,2024-05-01
487,0,18-24,bachelor,retail,urban,high,112400.0,2024-05-02
488,0,35-44,bachelor,health,suburban,medium,55600.0,2024-05-03
489,1,18-24,diploma,finance,urban,low,88714.28571428571,2024-05-04
490,1,18-24,diploma,retail,urban,high,83920.0,2024-05-05
491,1,18-24,bachelor,finance,urban,low,51100.0,2024-05-06
492,0,35-44,master,retail,urban,high,40700.0,2024-05-07
493,1,55-65,phd,tech ,urban,medium,62800.0,2024-05-08
494,0,18-24,bachelor,health,urban,medium,82858.97435897436,2024-05-09
495,1,18-24,bachelor,tech,urban,high,46000.0,2024-05-10
496,1,18-24,master,education,urban,medium,83918.75,2024-05-11
497,1,55-65,master,tech ,urban,medium,105500.0,2024-05-12
498,1,18-24,bachelor,finance,suburban,high,62600.0,2024-05-13
499,1,25-34,high_school,retail,urban,high,60200.0,2024-05-14
500,0,55-65,bachelor,retail,suburban,low,87200.0,2024-05-15
501,1,35-44,phd,retail,urban,high,112400.0,2024-05-16
502,0,18-24,phd,health,urban,high,83369.76744186046,2024-05-17
503,1,55-65,diploma,education,urban,low,40700.0,2024-05-18
504,1,25-34,phd, fintech,urban,high,75478.94736842105,2024-05-19
505,1,25-34,phd,health,urban,medium,83369.76744186046,2024-05-20
506,1,25-34,phd,health,urban,high,112400.0,2024-05-21
507,1,18-24,phd,health,rural,low,90100.0,2024-05-22
508,1,18-24,bachelor,health,rural,high,68800.0,2024-05-23
509,1,18-24,bachelor,retail,urban,high,107000.0,2024-05-24
510,1,45-54,high_school,retail,urban,low,63500.0,2024-05-25
511,0,18-24,high_school,retail,urban,low,47400.0,2024-05-26
512,1,18-24,bachelor, fintech,urban,medium,99800.0,2024-05-27
513,1,35-44,master,tech,suburban,medium,40700.0,2024-05-28
514,1,35-44,phd, fintech,urban,medium,82800.0,2024-05-29
515,1,18-24,phd,tech,urban,high,107800.0,2024-05-30
516,0,18-24,bachelor,education,urban,low,54500.0,2024-05-31
517,1,18-24,phd,retail,urban,medium,47100.0,2024-06-01
518,1,18-24,diploma,retail,urban,low,40700.0,2024-06-02
519,1,18-24,diploma,retail,urban,low,94500.0,2024-06-03
520,0,18-24,phd,tech ,urban,high,40700.0,2024-06-04
521,0,18-24,master,retail,suburban,low,100400.0,2024-06-05
522,0,18-24,phd,tech ,suburban,high,40700.0,2024-06-06
523,0,55-65,bachelor,retail,urban,medium,74708.33333333333,2024-06-07
524,0,45-54,high_school,education,urban,medium,40700.0,2024-06-08
525,1,45-54,bachelor,tech,suburban,low,67533.33333333333,2024-06-09
526,0,35-44,phd,tech,urban,low,112400.0,2024-06-10
527,0,35-44,master, fintech,urban,low,112400.0,2024-06-11
528,0,55-65,bachelor,health,urban,high,93400.0,2024-06-12
529,1,35-44,bachelor,retail,urban,medium,77700.0,2024-06-13
530,0,45-54,master,tech ,urban,low,52400.0,2024-06-14
531,1,18-24,bachelor, fintech,rural,low,85420.0,2024-06-15
532,0,18-24,high_school,tech ,urban,medium,40700.0,2024-06-16
533,0,55-65,master,education,urban,high,96700.0,2024-06-17
534,1,55-65,bachelor,retail,urban,high,40700.0,2024-06-18
535,1,18-24,phd,health,urban,low,83369.76744186046,2024-06-19
536,0,55-65,bachelor, fintech,urban,high,72100.0,2024-06-20
537,1,55-65,bachelor,tech,urban,medium,40700.0,2024-06-21
538,0,25-34,diploma,education,urban,high,40700.0,2024-06-22
539,0,55-65,diploma,education,urban,high,112400.0,2024-06-23
540,1,18-24,high_school,retail,urban,medium,40700.0,2024-06-24
541,1,18-24,phd,retail,urban,medium,112400.0,2024-06-25
542,1,45-54,bachelor, fintech,urban,high,112400.0,2024-06-26
543,1,18-24,high_school,education,rural,medium,87400.0,2024-06-27
544,0,18-24,master,health,urban,low,112400.0,2024-06-28
545,1,45-54,bachelor, fintech,urban,high,40700.0,2024-06-29
546,1,25-34,bachelor,finance,suburban,medium,64600.0,2024-06-30
547,1,25-34,bachelor,tech ,urban,low,108700.0,2024-07-01
548,1,18-24,master, fintech,urban,medium,40700.0,2024-07-02
549,1,55-65,bachelor,tech ,urban,medium,40700.0,2024-07-03
550,0,18-24,bachelor,health,urban,low,40700.0,2024-07-04
551,0,18-24,high_school,finance,urban,medium,112400.0,2024-07-05
552,0,35-44,diploma,education,rural,high,102800.0,2024-07-06
553,1,55-65,bachelor,finance,urban,high,95600.0,2024-07-07
554,0,25-34,bachelor,finance,rural,medium,69500.0,2024-07-08
555,1,45-54,bachelor,health,urban,medium,86000.0,2024-07-09
556,1,18-24,master,health,urban,high,112400.0,2024-07-10
557,0,55-65,high_school,tech,urban,high,84700.0,2024-07-11
558,0,25-34,phd,finance,urban,high,56600.0,2024-07-12
559,1,35-44,bachelor,retail,urban,high,66700.0,2024-07-13
560,0,55-65,master,finance,urban,medium,96400.0,2024-07-14
561,1,18-24,bachelor,retail,rural,high,101400.0,2024-07-15
562,1,18-24,bachelor, fintech,urban,high,40700.0,2024-07-16
563,0,35-44,phd,retail,urban,high,112400.0,2024-07-17
564,0,18-24,bachelor,tech,urban,high,112400.0,2024-07-18
565,0,45-54,diploma,retail,rural,low,74412.5,2024-07-19
566,1,18-24,master,health,urban,medium,40700.0,2024-07-20
567,0,45-54,high_school,tech ,urban,medium,40700.0,2024-07-21
568,0,45-54,bachelor,tech,urban,low,74665.11627906977,2024-07-22
569,0,45-54,high_school,health,urban,low,80530.0,2024-07-23
570,0,18-24,bachelor,health,urban,low,112400.0,2024-07-24
571,1,25-34,phd,retail,urban,medium,69500.0,2024-07-25
572,1,18-24,phd,retail,urban,medium,112400.0,2024-07-26
573,0,25-34,phd,retail,urban,low,78222.78481012658,2024-07-27
574,1,25-34,high_school,retail,rural,high,61600.0,2024-07-28
575,0,18-24,phd,education,urban,low,83100.0,2024-07-29
576,1,55-65,master,education,urban,low,83918.75,2024-07-30
577,0,25-34,bachelor, fintech,rural,medium,112400.0,2024-07-31
578,1,18-24,bachelor,education,urban,low,64847.619047619046,2024-08-01
579,0,25-34,master,retail,urban,low,57100.0,2024-08-02
580,1,55-65,master,retail,suburban,high,97800.0,2024-08-03
581,1,18-24,phd,retail,urban,medium,86600.0,2024-08-04
582,1,45-54,bachelor,health,urban,low,82858.97435897436,2024-08-05
583,0,25-34,phd,health,urban,high,83369.76744186046,2024-08-06
584,1,18-24,master,health,urban,low,103400.0,2024-08-07
585,0,55-65,bachelor,retail,urban,high,88800.0,2024-08-08
586,1,45-54,bachelor,education,urban,low,112400.0,2024-08-09
587,1,25-34,bachelor,health,urban,high,40700.0,2024-08-10
588,0,18-24,high_school, fintech,urban,low,83093.75,2024-08-11
589,1,18-24,master,finance,urban,medium,103800.0,2024-08-12
590,0,18-24,high_school,health,rural,low,109300.0,2024-08-13
591,0,25-34,master,tech,urban,high,73000.0,2024-08-14
592,0,18-24,master,health,suburban,high,102400.0,2024-08-15
593,0,45-54,master,health,urban,low,112400.0,2024-08-16
594,1,35-44,high_school,health,urban,high,40700.0,2024-08-17
595,1,45-54,bachelor,health,urban,medium,112400.0,2024-08-18
596,1,55-65,phd,retail,urban,high,40700.0,2024-08-19
597,0,45-54,bachelor,retail,urban,high,60600.0,2024-08-20
598,0,45-54,diploma,retail,urban,high,70900.0,2024-08-21
599,1,25-34,master,health,urban,low,112400.0,2024-08-22
600,1,45-54,high_school,finance,urban,medium,112400.0,2024-08-23
601,0,35-44,master,health,urban,low,74600.0,2024-08-24
602,1,18-24,diploma, fintech,urban,high,112400.0,2024-08-25
603,1,18-24,diploma,tech,urban,high,84257.14285714286,2024-08-26
604,0,35-44,phd,tech ,urban,low,40700.0,2024-08-27
605,1,45-54,phd,tech ,suburban,high,65366.666666666664,2024-08-28
606,1,55-65,phd,tech,suburban,high,40700.0,2024-08-29
607,0,18-24,master,retail,urban,medium,40700.0,2024-08-30
608,1,18-24,high_school,education,urban,high,43100.0,2024-08-31
609,0,45-54,phd,tech,urban,medium,62600.0,2024-09-01
610,0,25-34,master,retail,rural,high,112400.0,2024-09-02
611,1,18-24,bachelor,health,suburban,medium,87900.0,2024-09-03
612,1,18-24,bachelor,retail,rural,high,79915.38461538461,2024-09-04
613,1,25-34,high_school, fintech,rural,medium,67400.0,2024-09-05
614,1,25-34,phd,retail,suburban,low,112400.0,2024-09-06
615,0,25-34,high_school,education,urban,high,112400.0,2024-09-07
616,1,18-24,bachelor,health,urban,low,82858.97435897436,2024-09-08
617,0,18-24,bachelor,tech,suburban,medium,49500.0,2024-09-09
618,0,25-34,diploma,health,urban,low,112400.0,2024-09-10
619,0,18-24,high_school,tech,urban,high,109800.0,2024-09-11
620,1,18-24,bachelor,finance,urban,high,65500.0,2024-09-12
621,1,45-54,phd,tech,urban,low,40700.0,2024-09-13
622,1,18-24,master,education,rural,medium,62100.0,2024-09-14
623,1,25-34,master,retail,urban,low,104400.0,2024-09-15
624,0,18-24,phd,education,urban,low,112400.0,2024-09-16
625,1,18-24,high_school,tech ,urban,high,58700.0,2024-09-17
626,0,18-24,master,tech ,urban,medium,40700.0,2024-09-18
627,1,18-24,diploma,retail,urban,low,112400.0,2024-09-19
628,1,25-34,bachelor,retail,urban,low,40700.0,2024-09-20
629,1,35-44,bachelor,health,urban,medium,112400.0,2024-09-21
630,1,45-54,bachelor,health,urban,high,82858.97435897436,2024-09-22
631,1,25-34,bachelor,tech ,urban,high,87800.0,2024-09-23
632,1,55-65,high_school,tech ,rural,low,75000.0,2024-09-24
633,0,25-34,bachelor, fintech,urban,medium,51800.0,2024-09-25
634,1,18-24,bachelor,education,urban,medium,64847.619047619046,2024-09-26
635,1,18-24,high_school,tech ,urban,high,96300.0,2024-09-27
636,0,35-44,phd,retail,urban,high,64500.0,2024-09-28
637,0,55-65,high_school,tech ,urban,high,78275.0,2024-09-29
638,1,18-24,master,retail,urban,medium,78984.21052631579,2024-09-30
639,1,18-24,bachelor,health,suburban,high,40700.0,2024-10-01
640,0,45-54,phd,tech ,suburban,low,101500.0,2024-10-02
641,0,25-34,high_school,retail,urban,medium,86300.0,2024-10-03
642,1,55-65,high_school,finance,urban,high,88565.21739130435,2024-10-04
643,0,18-24,master,finance,urban,high,90400.0,2024-10-05
644,0,35-44,bachelor,tech ,urban,low,112400.0,2024-10-06
645,1,18-24,bachelor,education,urban,high,40700.0,2024-10-07
646,0,25-34,diploma,retail,urban,low,83920.0,2024-10-08
647,1,18-24,bachelor,health,urban,medium,112400.0,2024-10-09
648,0,55-65,master,tech,urban,low,112400.0,2024-10-10
649,1,25-34,master,tech ,urban,high,40700.0,2024-10-11
650,0,18-24,master,retail,rural,medium,52200.0,2024-10-12
651,1,35-44,high_school,health,urban,high,55000.0,2024-10-13
652,0,18-24,master,tech ,urban,high,99500.0,2024-10-14
653,1,45-54,master,tech ,urban,high,104400.0,2024-10-15
654,1,18-24,phd,health,urban,high,99600.0,2024-10-16
655,1,25-34,bachelor,health,urban,medium,112300.0,2024-10-17
656,1,18-24,diploma,retail,rural,medium,74412.5,2024-10-18
657,1,55-65,diploma, fintech,urban,high,40700.0,2024-10-19
658,1,18-24,master,retail,rural,high,40700.0,2024-10-20
659,1,35-44,bachelor,retail,urban,medium,112400.0,2024-10-21
660,0,55-65,bachelor,health,urban,high,82858.97435897436,2024-10-22
661,0,25-34,phd,finance,urban,high,43900.0,2024-10-23
662,0,25-34,diploma,tech,rural,medium,40700.0,2024-10-24
663,0,18-24,high_school, fintech,urban,high,112400.0,2024-10-25
664,1,35-44,bachelor,retail,urban,low,59500.0,2024-10-26
665,1,18-24,diploma,retail,urban,high,83920.0,2024-10-27
666,0,25-34,bachelor,tech ,urban,high,112400.0,2024-10-28
667,0,45-54,diploma,retail,urban,medium,40700.0,2024-10-29
668,1,35-44,phd, fintech,urban,low,75478.94736842105,2024-10-30
669,1,55-65,phd,health,urban,high,83369.76744186046,2024-10-31
670,1,18-24,bachelor,retail,urban,high,74708.33333333333,2024-11-01
671,1,25-34,bachelor,tech ,urban,high,112400.0,2024-11-02
672,1,55-65,phd,tech,suburban,high,112400.0,2024-11-03
673,1,25-34,phd,finance,rural,high,100300.0,2024-11-04
674,1,55-65,bachelor,health,urban,low,68800.0,2024-11-05
675,1,55-65,phd,retail,urban,high,40700.0,2024-11-06
676,1,18-24,phd,tech ,urban,high,58400.0,2024-11-07
677,1,25-34,phd,education,urban,low,40700.0,2024-11-08
678,1,18-24,high_school,finance,urban,high,88565.21739130435,2024-11-09
679,1,25-34,bachelor,retail,urban,low,74708.33333333333,2024-11-10
680,1,55-65,phd,retail,urban,low,99100.0,2024-11-11
681,1,25-34,phd,education,urban,medium,40700.0,2024-11-12
682,1,35-44,master,health,urban,high,112400.0,2024-11-13
683,0,55-65,high_school,tech,urban,high,40700.0,2024-11-14
684,1,18-24,high_school,education,urban,high,56600.0,2024-11-15
685,1,45-54,phd,retail,urban,high,112400.0,2024-11-16
686,1,25-34,bachelor,retail,urban,high,64800.0,2024-11-17
687,1,55-65,bachelor,health,urban,medium,40700.0,2024-11-18
688,0,45-54,master,education,urban,medium,83918.75,2024-11-19
689,1,55-65,bachelor,education,suburban,high,94900.0,2024-11-20
690,0,45-54,high_school,health,urban,high,40700.0,2024-11-21
691,0,45-54,master,tech ,urban,high,67300.0,2024-11-22
692,1,35-44,diploma,tech,suburban,low,40700.0,2024-11-23
693,1,25-34,master,health,urban,high,72056.45161290323,2024-11-24
694,1,35-44,phd,tech,suburban,high,63200.0,2024-11-25
695,0,55-65,master,tech ,urban,medium,53800.0,2024-11-26
696,0,25-34,high_school,tech,urban,medium,106700.0,2024-11-27
697,0,55-65,high_school,retail,urban,high,73565.5172413793,2024-11-28
698,1,25-34,bachelor,finance,urban,low,40700.0,2024-11-29
699,1,18-24,master,health,urban,medium,107100.0,2024-11-30
700,1,18-24,phd,health,urban,low,53800.0,2024-12-01
701,0,35-44,master,tech ,urban,high,40700.0,2024-12-02
702,1,35-44,diploma,health,urban,low,75376.19047619047,2024-12-03
703,1,25-34,bachelor,tech,urban,high,46900.0,2024-12-04
704,0,45-54,high_school,tech ,rural,low,112400.0,2024-12-05
705,1,18-24,phd,retail,urban,low,40700.0,2024-12-06
706,1,45-54,master,retail,rural,high,112400.0,2024-12-07
707,1,25-34,bachelor,retail,urban,high,74708.33333333333,2024-12-08
708,1,18-24,phd,retail,urban,medium,95900.0,2024-12-09
709,1,25-34,phd,health,rural,high,100300.0,2024-12-10
710,1,18-24,bachelor,health,urban,high,50400.0,2024-12-11
711,1,35-44,diploma,tech ,urban,medium,49900.0,2024-12-12
712,1,18-24,bachelor,tech ,urban,high,77300.0,2024-12-13
713,1,25-34,high_school,retail,urban,low,40700.0,2024-12-14
714,1,45-54,high_school,retail,urban,medium,112100.0,2024-12-15
715,0,25-34,master,health,urban,high,86900.0,2024-12-16
716,0,45-54,high_school,health,urban,medium,103800.0,2024-12-17
717,1,35-44,phd,health,suburban,medium,67216.66666666667,2024-12-18
718,0,55-65,master,health,urban,medium,72056.45161290323,2024-12-19
719,0,25-34,bachelor,health,urban,high,40700.0,2024-12-20
720,1,18-24,high_school,education,urban,low,82300.0,2024-12-21
721,0,25-34,high_school,retail,urban,high,73565.5172413793,2024-12-22
722,1,45-54,master,retail,rural,low,112400.0,2024-12-23
723,0,18-24,master,retail,suburban,high,84861.53846153847,2024-12-24
724,0,35-44,bachelor,tech ,urban,low,112400.0,2024-12-25
725,1,25-34,high_school,retail,urban,medium,73565.5172413793,2024-12-26
726,0,18-24,phd,health,urban,medium,94700.0,2024-12-27
727,1,18-24,diploma,finance,urban,medium,96200.0,2024-12-28
728,0,18-24,bachelor,retail,urban,low,40700.0,2024-12-29
729,1,25-34,high_school,finance,urban,high,88565.21739130435,2024-12-30
730,1,18-24,master,health,urban,high,40700.0,2024-12-31
731,0,25-34,phd,retail,urban,high,112400.0,2025-01-01
732,0,45-54,phd,retail,urban,medium,43200.0,2025-01-02
733,0,55-65,bachelor,retail,urban,medium,43700.0,2025-01-03
734,0,18-24,high_school,health,urban,low,112400.0,2025-01-04
735,0,25-34,diploma,retail,urban,low,55600.0,2025-01-05
736,0,18-24,phd,tech ,urban,medium,105200.0,2025-01-06
737,1,55-65,high_school,tech,urban,high,69684.0,2025-01-07
738,0,55-65,high_school,education,urban,high,112400.0,2025-01-08
739,1,45-54,bachelor,health,suburban,low,40700.0,2025-01-09
740,0,55-65,master,retail,urban,medium,78984.21052631579,2025-01-10
741,1,18-24,bachelor,retail,rural,high,112400.0,2025-01-11
742,1,55-65,high_school,health,suburban,medium,40700.0,2025-01-12
743,1,18-24,master,health,urban,high,40700.0,2025-01-13
744,1,35-44,high_school,finance,urban,high,52900.0,2025-01-14
745,1,18-24,bachelor, fintech,urban,medium,89900.0,2025-01-15
746,1,35-44,phd,tech ,suburban,medium,53900.0,2025-01-16
747,0,55-65,bachelor,retail,urban,high,112400.0,2025-01-17
748,1,25-34,bachelor,finance,rural,high,87080.0,2025-01-18
749,0,18-24,bachelor,retail,suburban,low,67100.0,2025-01-19
750,0,55-65,bachelor,retail,rural,high,112400.0,2025-01-20
751,1,35-44,bachelor,retail,urban,medium,40700.0,2025-01-21
752,1,55-65,high_school,retail,urban,low,88000.0,2025-01-22
753,0,18-24,phd,retail,urban,medium,112400.0,2025-01-23
754,1,35-44,high_school,tech,urban,high,88500.0,2025-01-24
755,1,55-65,high_school,retail,suburban,high,65500.0,2025-01-25
756,1,55-65,bachelor,tech ,urban,high,41300.0,2025-01-26
757,0,35-44,bachelor,tech,suburban,high,112400.0,2025-01-27
758,1,18-24,high_school,tech,urban,high,59900.0,2025-01-28
759,1,45-54,bachelor,tech ,urban,high,84800.0,2025-01-29
760,1,25-34,bachelor,retail,urban,high,47700.0,2025-01-30
761,0,55-65,master,tech ,rural,medium,68800.0,2025-01-31
762,1,18-24,high_school,retail,rural,medium,42000.0,2025-02-01
763,0,18-24,bachelor,retail,urban,high,40700.0,2025-02-02
764,0,45-54,phd,retail,urban,high,40700.0,2025-02-03
765,1,25-34,phd,retail,urban,high,78222.78481012658,2025-02-04
766,1,18-24,master,finance,urban,high,40700.0,2025-02-05
767,0,55-65,high_school,retail,urban,medium,40700.0,2025-02-06
768,1,18-24,bachelor,retail,urban,low,112400.0,2025-02-07
769,1,18-24,phd,tech ,urban,low,44500.0,2025-02-08
770,1,18-24,bachelor,tech ,urban,high,43200.0,2025-02-09
771,1,25-34,bachelor, fintech,suburban,high,79600.0,2025-02-10
772,0,35-44,master,retail,urban,high,78984.21052631579,2025-02-11
773,0,18-24,bachelor,education,urban,high,64847.619047619046,2025-02-12
774,1,25-34,bachelor,finance,urban,low,104100.0,2025-02-13
775,0,18-24,bachelor, fintech,urban,high,40700.0,2025-02-14
776,0,55-65,bachelor,retail,urban,medium,40700.0,2025-02-15
777,1,55-65,bachelor,health,urban,low,112400.0,2025-02-16
778,0,25-34,bachelor,health,urban,low,82858.97435897436,2025-02-17
779,0,25-34,bachelor,finance,urban,medium,40700.0,2025-02-18
780,1,45-54,bachelor,finance,urban,low,112400.0,2025-02-19
781,1,18-24,phd,tech ,urban,high,78000.0,2025-02-20
782,0,55-65,high_school,retail,urban,medium,97400.0,2025-02-21
783,0,25-34,phd,health,urban,low,90000.0,2025-02-22
784,1,18-24,bachelor, fintech,urban,high,71400.0,2025-02-23
785,1,45-54,high_school,retail,urban,medium,59600.0,2025-02-24
786,0,25-34,bachelor,health,urban,high,112400.0,2025-02-25
787,1,25-34,diploma,finance,urban,high,85600.0,2025-02-26
788,1,18-24,bachelor,tech ,urban,low,40700.0,2025-02-27
789,1,18-24,bachelor,health,urban,low,84400.0,2025-02-28
790,1,18-24,high_school,finance,urban,low,88565.21739130435,2025-03-01
791,1,35-44,bachelor, fintech,urban,medium,40700.0,2025-03-02
792,0,18-24,phd, fintech,urban,medium,105500.0,2025-03-03
793,1,25-34,diploma,health,urban,medium,61600.0,2025-03-04
794,0,55-65,diploma,tech ,urban,medium,77300.0,2025-03-05
795,1,25-34,phd, fintech,urban,medium,112400.0,2025-03-06
796,1,55-65,diploma,retail,rural,high,40700.0,2025-03-07
797,1,18-24,master,health,urban,medium,40700.0,2025-03-08
798,1,25-34,high_school,health,urban,medium,110300.0,2025-03-09
799,1,25-34,bachelor,finance,urban,high,85774.35897435897,2025-03-10
800,1,35-44,bachelor,health,urban,high,112400.0,2025-03-11
801,0,18-24,master,health,urban,low,109000.0,2025-03-12
802,1,45-54,diploma,retail,urban,low,40700.0,2025-03-13
803,1,45-54,phd,retail,urban,low,78222.78481012658,2025-03-14
804,0,55-65,bachelor,health,suburban,high,75800.0,2025-03-15
805,1,35-44,bachelor,tech,urban,high,47300.0,2025-03-16
806,1,55-65,high_school,tech,urban,high,69684.0,2025-03-17
807,1,45-54,bachelor, fintech,urban,high,112400.0,2025-03-18
808,1,18-24,bachelor,health,suburban,high,40700.0,2025-03-19
809,1,35-44,high_school,retail,urban,low,40700.0,2025-03-20
810,1,25-34,high_school,tech,suburban,high,51000.0,2025-03-21
811,1,18-24,bachelor,tech,urban,high,112400.0,2025-03-22
812,1,25-34,high_school,finance,urban,high,112400.0,2025-03-23
813,1,18-24,bachelor,tech,urban,medium,89800.0,2025-03-24
814,0,18-24,master, fintech,urban,high,106200.0,2025-03-25
815,1,45-54,master,health,urban,medium,106200.0,2025-03-26
816,0,18-24,bachelor,tech,urban,high,66900.0,2025-03-27
817,1,18-24,high_school,education,urban,high,81800.0,2025-03-28
818,1,18-24,phd,health,urban,medium,40700.0,2025-03-29
819,0,25-34,master,retail,urban,high,86800.0,2025-03-30
820,0,18-24,high_school,health,urban,low,80800.0,2025-03-31
821,1,25-34,master,tech,urban,high,112400.0,2025-04-01
822,0,18-24,bachelor,education,urban,high,45200.0,2025-04-02
823,1,45-54,high_school,education,urban,high,97600.0,2025-04-03
824,1,55-65,master,retail,urban,low,40700.0,2025-04-04
825,1,55-65,bachelor,retail,urban,low,88600.0,2025-04-05
826,1,45-54,high_school, fintech,urban,high,40700.0,2025-04-06
827,1,25-34,bachelor,health,rural,low,41800.0,2025-04-07
828,0,18-24,high_school, fintech,urban,high,83093.75,2025-04-08
829,0,45-54,bachelor,health,urban,low,82858.97435897436,2025-04-09
830,1,18-24,master,education,urban,high,40700.0,2025-04-10
831,1,25-34,bachelor, fintech,rural,high,85420.0,2025-04-11
832,0,25-34,high_school,tech ,urban,high,92200.0,2025-04-12
833,1,55-65,master,education,urban,medium,112400.0,2025-04-13
834,1,25-34,high_school,health,suburban,high,56120.0,2025-04-14
835,1,18-24,phd,education,urban,high,78600.0,2025-04-15
836,1,18-24,phd,retail,urban,medium,111000.0,2025-04-16
837,0,18-24,master,tech ,urban,medium,82600.0,2025-04-17
838,1,35-44,high_school,retail,suburban,medium,112400.0,2025-04-18
839,1,25-34,bachelor,education,urban,low,87900.0,2025-04-19
840,1,45-54,bachelor,education,urban,high,40700.0,2025-04-20
841,1,55-65,phd,education,urban,medium,56100.0,2025-04-21
842,1,18-24,high_school,health,urban,medium,80530.0,2025-04-22
843,0,18-24,bachelor,finance,urban,low,112400.0,2025-04-23
844,0,55-65,phd,tech ,urban,high,112400.0,2025-04-24
845,1,18-24,master, fintech,urban,medium,102200.0,2025-04-25
846,0,18-24,bachelor,tech ,urban,medium,64500.0,2025-04-26
847,0,55-65,bachelor,tech,urban,low,40700.0,2025-04-27
848,1,55-65,high_school,health,urban,high,77700.0,2025-04-28
849,0,18-24,phd,finance,urban,high,40700.0,2025-04-29
850,1,25-34,master,retail,urban,low,78984.21052631579,2025-04-30
851,0,25-34,master, fintech,suburban,low,105900.0,2025-05-01
852,1,18-24,bachelor,retail,rural,medium,79915.38461538461,2025-05-02
853,1,18-24,diploma,retail,urban,low,103800.0,2025-05-03
854,1,55-65,bachelor,finance,urban,high,40700.0,2025-05-04
855,0,35-44,master,education,urban,high,83918.75,2025-05-05
856,1,18-24,bachelor, fintech,urban,medium,40700.0,2025-05-06
857,0,18-24,master,finance,rural,medium,94800.0,2025-05-07
858,0,25-34,high_school,retail,suburban,medium,112400.0,2025-05-08
859,1,25-34,bachelor,health,suburban,low,43900.0,2025-05-09
